"","School","Course","Course_code","Unit","Unit_code","Outcomes","Overview","description"
"79","usyd","Master of Data Science","MDS","Computational Statistical Methods","STAT5003","LO1. Formulate domain/context specific questions and identify appropriate statistical analysis.
                                                
                                                    LO2. Formulate, evaluate and interpret appropriate statistical models to describe the relationships between multiple factors.
                                                
                                                    LO3. Perform statistical machine learning using a given classifier and create a cross-validation scheme to calculate the prediction accuracy.
                                                
                                                    LO4. Understand, perform and interpret various unsupervised machine learning methods
                                                
                                                    LO5. Construct and implement resampling techniques to understand the behaviour of statistical models.
                                                
                                                    LO6. Create a reproducible report to communicate outcomes using a programming language.
","The objectives of this unit of study are to develop an understanding of modern computationally intensive methods for statistical learning, inference, exploratory data analysis and data mining. Advanced computational methods for statistical learning will be introduced, including clustering, density estimation, smoothing, predictive models, model selection, combinatorial optimisation methods, sampling methods, the Bootstrap and Monte Carlo approach. In addition, the unit will demonstrate how to apply the above techniques effectively for use on large data sets in practice.","The objectives of this unit of study are to develop an understanding of modern computationally intensive methods for statistical learning, inference, exploratory data analysis and data mining. Advanced computational methods for statistical learning will be introduced, including clustering, density estimation, smoothing, predictive models, model selection, combinatorial optimisation methods, sampling methods, the Bootstrap and Monte Carlo approach. In addition, the unit will demonstrate how to apply the above techniques effectively for use on large data sets in practice. LO1. Formulate domain/context specific questions and identify appropriate statistical analysis.
                                                
                                                    LO2. Formulate, evaluate and interpret appropriate statistical models to describe the relationships between multiple factors.
                                                
                                                    LO3. Perform statistical machine learning using a given classifier and create a cross-validation scheme to calculate the prediction accuracy.
                                                
                                                    LO4. Understand, perform and interpret various unsupervised machine learning methods
                                                
                                                    LO5. Construct and implement resampling techniques to understand the behaviour of statistical models.
                                                
                                                    LO6. Create a reproducible report to communicate outcomes using a programming language.
"
"80","usyd","Master of Data Science","MDS","Data Science Capstone Project","DATA5703","LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
","The Data Science Capstone project provides an opportunity for students to carry out a defined piece of independent research or design. These skills include the capacity to define a research or design question, show how it relates to existing knowledge and carry out the research or design in a systematic manner. Students will be expected to choose a research/development project that demonstrates their prior learning in the data science domain (MDS). The results will be presented in a final project presentation and report. It is not expected that the project outcomes from this unit will represent a significant contribution to new knowledge. The unit aims to provide students with the opportunity to carry out a defined piece of independent investigative research or design work in a setting and manner that fosters the development of data science skills in research or design.","The Data Science Capstone project provides an opportunity for students to carry out a defined piece of independent research or design. These skills include the capacity to define a research or design question, show how it relates to existing knowledge and carry out the research or design in a systematic manner. Students will be expected to choose a research/development project that demonstrates their prior learning in the data science domain (MDS). The results will be presented in a final project presentation and report. It is not expected that the project outcomes from this unit will represent a significant contribution to new knowledge. The unit aims to provide students with the opportunity to carry out a defined piece of independent investigative research or design work in a setting and manner that fosters the development of data science skills in research or design. LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
"
"81","usyd","Master of Data Science","MDS","Data Science Capstone A","DATA5707","LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
","The Data Science Capstone project provides an opportunity for students to carry out a defined piece of independent research or design. These skills include the capacity to define a research or design question, show how it relates to existing knowledge and carry out the research or design in a systematic manner. Students will be expected to choose a research/development project that demonstrates their prior learning in the data science domain. The results will be presented in a final project presentation and report. It is not expected that the project outcomes from this unit will represent a significant contribution to new knowledge. The unit aims to provide students with the opportunity to carry out a defined piece of independent investigative research or design work in a setting and manner that fosters the development of data science skills in research or design. Eligible students for the Data Science Capstone project will be required to complete both DATA5707 (6 CPS) and DATA5708 (6 CPS), totalling 12 CPS.","The Data Science Capstone project provides an opportunity for students to carry out a defined piece of independent research or design. These skills include the capacity to define a research or design question, show how it relates to existing knowledge and carry out the research or design in a systematic manner. Students will be expected to choose a research/development project that demonstrates their prior learning in the data science domain. The results will be presented in a final project presentation and report. It is not expected that the project outcomes from this unit will represent a significant contribution to new knowledge. The unit aims to provide students with the opportunity to carry out a defined piece of independent investigative research or design work in a setting and manner that fosters the development of data science skills in research or design. Eligible students for the Data Science Capstone project will be required to complete both DATA5707 (6 CPS) and DATA5708 (6 CPS), totalling 12 CPS. LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
"
"82","usyd","Master of Data Science","MDS","Data Science Capstone B","DATA5708","LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
","The Data Science Capstone project provides an opportunity for students to carry out a defined piece of independent research or design. These skills include the capacity to define a research or design question, show how it relates to existing knowledge and carry out the research or design in a systematic manner. Students will be expected to choose a research/development project that demonstrates their prior learning in the data science domain. The results will be presented in a final project presentation and report. It is not expected that the project outcomes from this unit will represent a significant contribution to new knowledge. The unit aims to provide students with the opportunity to carry out a defined piece of independent investigative research or design work in a setting and manner that fosters the development of IT skills in research or design. Eligible students for the Data Science Capstone project will be required to complete both DATA5707 (6 CPS) and DATA5708 (6 CPS), totalling 12 CPS.","The Data Science Capstone project provides an opportunity for students to carry out a defined piece of independent research or design. These skills include the capacity to define a research or design question, show how it relates to existing knowledge and carry out the research or design in a systematic manner. Students will be expected to choose a research/development project that demonstrates their prior learning in the data science domain. The results will be presented in a final project presentation and report. It is not expected that the project outcomes from this unit will represent a significant contribution to new knowledge. The unit aims to provide students with the opportunity to carry out a defined piece of independent investigative research or design work in a setting and manner that fosters the development of IT skills in research or design. Eligible students for the Data Science Capstone project will be required to complete both DATA5707 (6 CPS) and DATA5708 (6 CPS), totalling 12 CPS. LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
"
"83","usyd","Master of Data Science","MDS","Data Science Capstone Project - Individual","DATA5709","LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
","The Data Science Capstone project unit provides an opportunity for high-achieving students (WAM of 75+) to carry out an individual defined piece of work with academics of our school. The students will acquire skills including the capacity to define a project, show how it relates to existing work, and carry out the project in a systematic manner. Students will apply their gained knowledge of units of study in the data science domain (MDS). The results will be presented in a final project presentation and report. The unit aims to provide students with the opportunity to carry out an advanced project work in a setting and manner that fosters the development of data science skills in research or design.","The Data Science Capstone project unit provides an opportunity for high-achieving students (WAM of 75+) to carry out an individual defined piece of work with academics of our school. The students will acquire skills including the capacity to define a project, show how it relates to existing work, and carry out the project in a systematic manner. Students will apply their gained knowledge of units of study in the data science domain (MDS). The results will be presented in a final project presentation and report. The unit aims to provide students with the opportunity to carry out an advanced project work in a setting and manner that fosters the development of data science skills in research or design. LO1. utilise prior domain knowledge to define and develop a project relevant to a data science domain (MDS)
                                                
                                                    LO2. initiate, formulate and plan a semester-long DS project, incorporating risk mitigation strategies and following the plan methodically
                                                
                                                    LO3. analyse and synthesise information, draw appropriate conclusions and present those conclusions in context, with due consideration of methods and assumptions involved
                                                
                                                    LO4. demonstrate knowledge of recent DS literature and possess an ability to apply investigative research to their own project
                                                
                                                    LO5. document, report and present project work undertaken to engage an academic and/or professional audience
                                                
                                                    LO6. develop, substantiate and articulate professional positions on issues relevant to the chosen area of practice, critically reflect on and evaluate the outcomes and process of the project
"
"84","usyd","Master of Data Science","MDS","Natural Language Processing","COMP5046","LO1. apply basic linguistic knowledge to identifying the structure of language
                                                
                                                    LO2. have developed formal models to express natural language phenomenon
                                                
                                                    LO3. have developed machine learning and deep learning for solving natural language tasks
                                                
                                                    LO4. evaluate the performance of natural language processing systems
                                                
                                                    LO5. implement and debug large NLP systems in a clean and structured manner
                                                
                                                    LO6. apply machine learning/deep learning methods and information theory principles to modelling language.
","This unit introduces computational linguistics and the statistical techniques and algorithms used to automatically process natural languages (such as English or Chinese). It will review the core statistics and information theory, and the basic linguistics, required to understand statistical natural language processing (NLP). Statistical NLP is used in a wide range of applications, including information retrieval and extraction; question answering; machine translation; and classifying and clustering of documents. This unit will explore the key challenges of natural language to computational modelling, and the state of the art approaches to the key NLP sub-tasks, including tokenisation, morphological analysis, word sense representation, part-of-speech tagging, named entity recognition and other information extraction, text categorisation, phrase structure parsing and dependency parsing. You will implement many of these sub-tasks in labs and assignments. The unit will also investigate the annotation process that is central to creating training data for statistical NLP systems. You will annotate data as part of completing a real-world NLP task. 
","This unit introduces computational linguistics and the statistical techniques and algorithms used to automatically process natural languages (such as English or Chinese). It will review the core statistics and information theory, and the basic linguistics, required to understand statistical natural language processing (NLP). Statistical NLP is used in a wide range of applications, including information retrieval and extraction; question answering; machine translation; and classifying and clustering of documents. This unit will explore the key challenges of natural language to computational modelling, and the state of the art approaches to the key NLP sub-tasks, including tokenisation, morphological analysis, word sense representation, part-of-speech tagging, named entity recognition and other information extraction, text categorisation, phrase structure parsing and dependency parsing. You will implement many of these sub-tasks in labs and assignments. The unit will also investigate the annotation process that is central to creating training data for statistical NLP systems. You will annotate data as part of completing a real-world NLP task. 
 LO1. apply basic linguistic knowledge to identifying the structure of language
                                                
                                                    LO2. have developed formal models to express natural language phenomenon
                                                
                                                    LO3. have developed machine learning and deep learning for solving natural language tasks
                                                
                                                    LO4. evaluate the performance of natural language processing systems
                                                
                                                    LO5. implement and debug large NLP systems in a clean and structured manner
                                                
                                                    LO6. apply machine learning/deep learning methods and information theory principles to modelling language.
"
"85","usyd","Master of Data Science","MDS","Advanced Machine Learning","COMP5328","LO1. Present the design and evaluation of a machine learning algorithm, describing the design processes and evaluation
                                                
                                                    LO2. Understand the variance and bias trade-off in machine learning algorithms
                                                
                                                    LO3. Understand and analyse some machine learning algorithms and have some knowledge to further improve them
                                                
                                                    LO4. Understand and analyse some machine learning problems and have some knowledge to adapt the existing machine learning models to different purposes
                                                
                                                    LO5. Implement machine learning algorithms from peer-reviewed papers
                                                
                                                    LO6. Understand the nature of the statistical foundations of designing or adapting learning algorithms
                                                
                                                    LO7. At the completion of this unit, you should be able to demonstrate knowledge of the introduced machine learning models and the relative strengths and weaknesses of each and their most appropriate uses
                                                
                                                    LO8. At the completion of this unit, you should be able to demonstrate knowledge of methods to analyse machine learning algorithms, such as hypothesis complexities and generalisation bounds.
","Machine learning models explain and generalise data. This course introduces some fundamental machine learning concepts, learning problems and algorithms to provide understanding and simple answers to many questions arising from data explanation and generalisation. For example, why do different machine learning models work? How to further improve them? How to adapt them to different purposes?","Machine learning models explain and generalise data. This course introduces some fundamental machine learning concepts, learning problems and algorithms to provide understanding and simple answers to many questions arising from data explanation and generalisation. For example, why do different machine learning models work? How to further improve them? How to adapt them to different purposes? LO1. Present the design and evaluation of a machine learning algorithm, describing the design processes and evaluation
                                                
                                                    LO2. Understand the variance and bias trade-off in machine learning algorithms
                                                
                                                    LO3. Understand and analyse some machine learning algorithms and have some knowledge to further improve them
                                                
                                                    LO4. Understand and analyse some machine learning problems and have some knowledge to adapt the existing machine learning models to different purposes
                                                
                                                    LO5. Implement machine learning algorithms from peer-reviewed papers
                                                
                                                    LO6. Understand the nature of the statistical foundations of designing or adapting learning algorithms
                                                
                                                    LO7. At the completion of this unit, you should be able to demonstrate knowledge of the introduced machine learning models and the relative strengths and weaknesses of each and their most appropriate uses
                                                
                                                    LO8. At the completion of this unit, you should be able to demonstrate knowledge of methods to analyse machine learning algorithms, such as hypothesis complexities and generalisation bounds.
"
"86","usyd","Master of Data Science","MDS","Deep Learning","COMP5329","LO1. demonstrate knowledge of the broad range of deep learning applications, such as image classification, object detection, image segmentation and face recognition
                                                
                                                    LO2. use deep learning software to create deep learning prototypes
                                                
                                                    LO3. evaluate deep learning algorithms
                                                
                                                    LO4. demonstrate knowledge of the main methods of deep neural network design and evaluation and the relative strengths and weaknesses of each, and their most appropriate uses
                                                
                                                    LO5. model application problems as deep learning problems
                                                
                                                    LO6. apply and tailor known deep learning algorithms for solving new challenging problems
                                                
                                                    LO7. present the design and evaluation of a deep learning prototype, defining the requirements, describing the design processes and evaluation.
","This course provides an introduction to deep machine learning, which is rapidly emerging as one of the most successful and widely applicable set of techniques across a range of applications. Students taking this course will be exposed to cutting-edge research in machine learning, starting from theories, models, and algorithms, to implementation and recent progress of deep learning. Specific topics include: classical architectures of deep neural network, optimization techniques for training deep neural networks, theoretical understanding of deep learning, and diverse applications of deep learning in computer vision.","This course provides an introduction to deep machine learning, which is rapidly emerging as one of the most successful and widely applicable set of techniques across a range of applications. Students taking this course will be exposed to cutting-edge research in machine learning, starting from theories, models, and algorithms, to implementation and recent progress of deep learning. Specific topics include: classical architectures of deep neural network, optimization techniques for training deep neural networks, theoretical understanding of deep learning, and diverse applications of deep learning in computer vision. LO1. demonstrate knowledge of the broad range of deep learning applications, such as image classification, object detection, image segmentation and face recognition
                                                
                                                    LO2. use deep learning software to create deep learning prototypes
                                                
                                                    LO3. evaluate deep learning algorithms
                                                
                                                    LO4. demonstrate knowledge of the main methods of deep neural network design and evaluation and the relative strengths and weaknesses of each, and their most appropriate uses
                                                
                                                    LO5. model application problems as deep learning problems
                                                
                                                    LO6. apply and tailor known deep learning algorithms for solving new challenging problems
                                                
                                                    LO7. present the design and evaluation of a deep learning prototype, defining the requirements, describing the design processes and evaluation.
"
"87","usyd","Master of Data Science","MDS","Advanced Data Models","COMP5338","LO1. At the completion of this unit, you should  understand various NoSQL data model including document store, key-value data model, spatial model, time series data models and more
                                                
                                                    LO2. At the completion of this unit, you should be able to write simple CRUD queries and implement aggregation in MongoDB and Neo4j.
                                                
                                                    LO3. At the completion of this unit, you should understand the index mechanisms in various database systems.
                                                
                                                    LO4. At the completion of this unit, you should be able to analyse and tune the query performance for MongoDB and Neo4j.
                                                
                                                    LO5. At the completion of this unit, you should understand key issues such as partition, replication and fault tolerance in distributed database systems.
                                                
                                                    LO6. At the completion of this unit, you should understand physical storage and their impacts on query performance
","This unit of study gives a comprehensive overview of post-relational data models and of latest developments in data storage technology.  
Particular emphasis is put on spatial, temporal, and NoSQL data storage. This unit extensively covers the advanced features of SQL:2003, as well as a few dominant NoSQL storage technologies. Besides in lectures, the advanced topics will be also studied with prescribed readings of database research publications.","This unit of study gives a comprehensive overview of post-relational data models and of latest developments in data storage technology.  
Particular emphasis is put on spatial, temporal, and NoSQL data storage. This unit extensively covers the advanced features of SQL:2003, as well as a few dominant NoSQL storage technologies. Besides in lectures, the advanced topics will be also studied with prescribed readings of database research publications. LO1. At the completion of this unit, you should  understand various NoSQL data model including document store, key-value data model, spatial model, time series data models and more
                                                
                                                    LO2. At the completion of this unit, you should be able to write simple CRUD queries and implement aggregation in MongoDB and Neo4j.
                                                
                                                    LO3. At the completion of this unit, you should understand the index mechanisms in various database systems.
                                                
                                                    LO4. At the completion of this unit, you should be able to analyse and tune the query performance for MongoDB and Neo4j.
                                                
                                                    LO5. At the completion of this unit, you should understand key issues such as partition, replication and fault tolerance in distributed database systems.
                                                
                                                    LO6. At the completion of this unit, you should understand physical storage and their impacts on query performance
"
"88","usyd","Master of Data Science","MDS","Cloud Computing","COMP5349","LO1. describe and analyze the execution plan of various big data workloads
                                                
                                                    LO2. describe the fundamental techniques in cloud computing such as data center infrastructures, virtualization and container technology, partitioning, replication and fault tolerance
                                                
                                                    LO3. describe and compare key principles and implementation details of cloud services like infrastructure, platform, storage and software services
                                                
                                                    LO4. describe resource scheduling at various levels, e.g. VM, container and programming
                                                
                                                    LO5. explain various algorithms for distributed data consistency such as 2PC and Paxos
                                                
                                                    LO6. design and implement big data analytic workload using various frameworks
                                                
                                                    LO7. apply functional programming paradigm to design big data analytic workload
                                                
                                                    LO8. analyze the execution performance of big data analytic workload based on hardware configuration and parameter setting
                                                
                                                    LO9. evaluate the performance of various algorithms on a specific analytic workload.
","This unit covers topics of active and cutting-edge research within IT in the area of 'Cloud Computing'.  
Cloud Computing is an emerging paradigm of utilising large-scale computing services over the Internet that will affect individual and organization's computing needs from small to large. Over the last decade, many cloud computing platforms have been set up by companies like Google, Yahoo!, Amazon, Microsoft, Salesforce, Ebay and Facebook. Some of the platforms are open to public via various pricing models. They operate at different levels and enable business to harness different computing power from the cloud.  
In this course, we will describe the important enabling technologies of cloud computing, explore the state-of-the art platforms and the existing services, and examine the challenges and opportunities of adopting cloud computing. The unit will be organized as a series of presentations and discussions of seminal and timely research papers and articles. Students are expected to read all papers, to lead discussions on some of the papers and to complete a hands-on cloud-programming project.","This unit covers topics of active and cutting-edge research within IT in the area of 'Cloud Computing'.  
Cloud Computing is an emerging paradigm of utilising large-scale computing services over the Internet that will affect individual and organization's computing needs from small to large. Over the last decade, many cloud computing platforms have been set up by companies like Google, Yahoo!, Amazon, Microsoft, Salesforce, Ebay and Facebook. Some of the platforms are open to public via various pricing models. They operate at different levels and enable business to harness different computing power from the cloud.  
In this course, we will describe the important enabling technologies of cloud computing, explore the state-of-the art platforms and the existing services, and examine the challenges and opportunities of adopting cloud computing. The unit will be organized as a series of presentations and discussions of seminal and timely research papers and articles. Students are expected to read all papers, to lead discussions on some of the papers and to complete a hands-on cloud-programming project. LO1. describe and analyze the execution plan of various big data workloads
                                                
                                                    LO2. describe the fundamental techniques in cloud computing such as data center infrastructures, virtualization and container technology, partitioning, replication and fault tolerance
                                                
                                                    LO3. describe and compare key principles and implementation details of cloud services like infrastructure, platform, storage and software services
                                                
                                                    LO4. describe resource scheduling at various levels, e.g. VM, container and programming
                                                
                                                    LO5. explain various algorithms for distributed data consistency such as 2PC and Paxos
                                                
                                                    LO6. design and implement big data analytic workload using various frameworks
                                                
                                                    LO7. apply functional programming paradigm to design big data analytic workload
                                                
                                                    LO8. analyze the execution performance of big data analytic workload based on hardware configuration and parameter setting
                                                
                                                    LO9. evaluate the performance of various algorithms on a specific analytic workload.
"
"89","usyd","Master of Data Science","MDS","Multimedia Retrieval","COMP5425","LO1. perform functional analysis for specific application domain and specific users
                                                
                                                    LO2. conduct literature review in the field related to a given task
                                                
                                                    LO3. perform function design of a retrieval system
                                                
                                                    LO4. design technical solutions to solve a media retrieval problem with learned knowledge and techniques
                                                
                                                    LO5. explain the framework and key components of a general retrieval systems
                                                
                                                    LO6. reflect on the state of the art in multimedia retrieval
                                                
                                                    LO7. evaluate the advantages and shortcomings of a specific retrieval technique and solution
                                                
                                                    LO8. practice popular algorithms related to retrieval techniques, such as feature extraction and similarity measurement.
","The explosive growth of multimedia data, including text, audio, images and video has imposed unprecedented challenges for search engines to meet various information needs of users. This unit provides students with the necessary and updated knowledge of this field in the context of big data, from the information retrieval basics of a search engine, to many advanced techniques towards next generation search engines, such as content based image and video retrieval, large scale visual information retrieval, and social media.","The explosive growth of multimedia data, including text, audio, images and video has imposed unprecedented challenges for search engines to meet various information needs of users. This unit provides students with the necessary and updated knowledge of this field in the context of big data, from the information retrieval basics of a search engine, to many advanced techniques towards next generation search engines, such as content based image and video retrieval, large scale visual information retrieval, and social media. LO1. perform functional analysis for specific application domain and specific users
                                                
                                                    LO2. conduct literature review in the field related to a given task
                                                
                                                    LO3. perform function design of a retrieval system
                                                
                                                    LO4. design technical solutions to solve a media retrieval problem with learned knowledge and techniques
                                                
                                                    LO5. explain the framework and key components of a general retrieval systems
                                                
                                                    LO6. reflect on the state of the art in multimedia retrieval
                                                
                                                    LO7. evaluate the advantages and shortcomings of a specific retrieval technique and solution
                                                
                                                    LO8. practice popular algorithms related to retrieval techniques, such as feature extraction and similarity measurement.
"
