Course,Course_code,Unit_code,Unit,Overview,Outcomes,Prerequisite,Prohibition,Corequisite
Bachelor of Applied Data Science,S2010,MTH1030,MTH1030 - Techniques for modelling,"Solution of systems of linear equations using Gaussian elimination; matrices, determinants, eigenvalues and eigenvectors; introduction to vectors; methods of integration - substitutions and integration by parts; solution of first-order ordinary differential equations - separable, use of integrating factor; solution of second-order linear ordinary differential equations with constant coefficients and applications; … For more content click the Read more button below.","Understand the basic concepts of linear algebra, recognise and manipulate elements of vector spaces;| Formulate and solve equations involving vectors and matrices, including for three-dimensional geometry;| Identify and evaluate improper integrals;| Solve simple first and second order differential equations, and formulate them for applications to physical systems;| Compute Taylor series expansions, with remainder, for functions of one variable;| Apply Taylor series and l'Hopital's rule to compute limits;| Understand and compute the convergence properties of infinite series;| Provide written reports that contain complete mathematical arguments.",,,
Bachelor of Applied Data Science,S2010,MTH1035,MTH1035 - Techniques for modelling (advanced),"Solution of systems of linear equations using Gaussian elimination; matrices and determinants, eigenvalues and eigenvectors; introduction to vectors; parametric curves; methods of integration - substitutions and integration by parts; solution of first-order ordinary differential equations - separable, use of integrating factor; solution of second-order linear ordinary differential equations with constant … For more content click the Read more button below.","Understand the basic concepts of linear algebra, and recognise and manipulate elements of vector spaces;| Formulate and solve equations involving vectors and matrices, including for three-dimensional geometry;| Identify and evaluate improper integrals;| Solve simple first and second order differential equations, and formulate them for applications to physical systems;| Compute Taylor series expansions, with remainder, for functions of one variable;| Apply Taylor series and l'Hopital's rule to compute limits;| Understand and compute the convergence properties of infinite series;| Provide written reports that contain complete mathematical arguments;| Understand the concept of mathematical proof and the difference between proof by construction and proof by induction;| Prove elementary theorems by induction and by construction.",,,
Bachelor of Applied Data Science,S2010,MTH2010,MTH2010 - Multivariable calculus,"Functions of several variables, partial derivatives, extreme values, Lagrange multipliers. Multiple integrals, line integrals, surface integrals. Vector differential calculus; grad, div and curl. Integral theorems of Gauss and Stokes. ","Understand and apply multivariable calculus to problems in the mathematical and physical sciences;| Find and classify the extrema of functions of several variables;| Compute line, surface and volume integrals in Cartesian, cylindrical and spherical polar coordinates;| Apply the integral theorems of Green, Gauss and Stokes;| Present a mathematical argument in written form.| Present a mathematical argument in written form.",,,
Bachelor of Applied Data Science,S2010,MTH2015,MTH2015 - Multivariable calculus (advanced),"This unit is an alternative to MTH2010 for students with a strong mathematical foundation.
Students enrolled in MTH2015 will follow the same curriculum as students in MTH2010 and will cover additional more advanced material.
Functions of several variables, partial derivatives, extreme values, Lagrange multipliers. Multiple integrals, line integrals, surface integrals. … For more content click the Read more button below.","Understand and apply multivariable calculus to problems in the mathematical and physical sciences;| Find and classify the extrema of functions of several variables;| Compute Taylor series for functions of several variables;| Compute line, surface and volume integrals in Cartesian, cylindrical and polar coordinates;| Apply the integral theorems of Green, Gauss and Stokes;| Use computer algebra packages to solve mathematical problems;| Present a mathematical argument in written form;| Understand and apply the formal definition of a limit to functions of several variables;| Prove various identities between grad, div and curl;| Develop and present rigorous mathematical proofs.| Demonstrate an understanding of the notions of torsion and curvature and be able to compute them;| Apply stereographic projection and its properties;| Articulate the difference between pointwise and uniform convergence for functions of one variable;| Use the properties of analytic functions to prove fundamental results.",,,
Bachelor of Applied Data Science,S2010,MTH2021,MTH2021 - Linear algebra with applications,"Vector spaces, linear transformations. Determinants, eigenvalue problems, matrix decompositions. Inner products, least squares approximation. Applications to areas such as coding, economics, graph theory, Markov chains, differential equations","Apply basic concepts related to vector spaces, including subspace, span, linear independence and basis;| Understand basic properties of linear transformations and identify their kernel and range;| Diagonalize real matrices by computing their eigenvalues and finding their eigenspaces;| Understand basic concepts related to inner product spaces and apply these to problems such as least-squares data fitting;| Apply tools from linear algebra in a wide variety of relevant situations;| Recognise and apply relevant numerical methods and demonstrate computational skills in linear algebra;| Present clear mathematical arguments in both written and oral forms.",,,
Bachelor of Applied Data Science,S2010,MTH2025,MTH2025 - Linear algebra (advanced),"Vector spaces, linear transformations. Determinants, eigenvalue problems. Inner products, symmetric matrices, quadratic forms. Linear functionals and dual spaces. Matrix decompositions, least squares approximation, power method. Applications to areas such as coding, economics, networks, graph theory, geometry, dynamical systems, Markov chains, differential equations.","Apply concepts related to vector spaces, including subspace, span, linear independence and basis;| Understand properties of linear transformations and identify their kernel and range;| Diagonalize real matrices by computing their eigenvalues and finding their eigenspaces;| Understand matrix decomposition techniques;| Understand concepts related to inner product spaces and apply these to problems such as least-squares data fitting;| Develop and apply tools from linear algebra to a wide variety of relevant situations;| Recognise and apply relevant numerical methods and demonstrate computational skills in linear algebra;| Present clear mathematical arguments in both written and oral forms;| Develop and present rigorous mathematical proofs.",,,
Bachelor of Applied Data Science,S2010,MTH2051,MTH2051 - Introduction to computational mathematics,"When mathematics is used in real-world applications, it almost always involves the use of computers. This unit provides an introduction to numerical methods for solving maths-related problems on computers. Topics covered include an introduction to Matlab programming; error analysis; methods for solving linear systems, methods for finding roots of nonlinear … For more content click the Read more button below.","Demonstrate an understanding of the mathematical theory behind important numerical methods for solving real-life problems on computers;| Implement numerical methods for a variety of problems in Matlab, and test the accuracy and efficiency of implementation;| Demonstrate an understanding of the approximations introduced in algorithms and the effects of those approximations on the quality of calculations;| Solve theoretical and applied problems of analysing and employing numerical methods;| Demonstrate an awareness of the reach and importance of numerical methods in science, engineering, finance and technology;| Demonstrate advanced problem-solving skills, both individually and in collaboration;| Demonstrate advanced skills in the written and oral presentation of theoretical and applied numerical mathematics problems.",,,
Bachelor of Applied Data Science,S2010,MTH3320,MTH3320 - Computational linear algebra,"The overall aim of this unit is to study the numerical methods for matrix computations that lie at the core of a wide variety of large-scale computations and innovations in the sciences, engineering, technology and data science. You will receive an introduction to the mathematical theory of numerical methods for … For more content click the Read more button below.","Explain the mathematical theory behind a selection of important numerical methods for linear algebra, including the derivation of the methods and the analysis of their properties.| Explain and apply notions of conditioning, stability, accuracy, convergence, convergence speed and computational cost.| Demonstrate proficiency in the main linear algebra algorithms for solving linear systems, least-squares problems, eigenvalue decompositions, and other matrix decompositions, and apply them to problems in science, engineering, technology and big data analytics.| Implement advanced computational linear algebra methods, and demonstrate the correctness and efficiency of the implementations in systematic computational tests.| Demonstrate advanced skills in the written and oral presentation of theoretical and applied computational linear algebra problems.",,,
Bachelor of Applied Data Science,S2010,MTH3330,MTH3330 - Optimisation and operations research,"This unit introduces some of the fundamental methods from operations research and computational mathematics for continuous optimisation problems. A range of such optimisation problems appear in economics, engineering, finance, business, data science and many other application areas. You will receive an introduction to the mathematical theory of continuous optimisation with … For more content click the Read more button below.","Formulate a range of operations research problems as linear programming problems, and be able to solve them computationally;| Demonstrate an understanding how the most widely used linear programming algorithms work;| Apply duality theory to prove optimality of a solution;| Interpret the solutions of optimisation problems, including analysing sensitivity of solutions;| Implement several iterative algorithms for solving unconstrained non-linear optimisation problems and understand the mathematics behind these;| Formulate and solve general non-linear programs arising in engineering, data science and other areas.",,,
Bachelor of Applied Data Science,S2010,BIO1011,BIO1011 - Blueprints for life,"This unit will explore the fundamental processes and patterns common to all life on Earth. It will examine how living organisms grow, develop diverse and complex structures, harness and utilise energy and transmit their life blueprints to the next generation. In this unit, you will progress through fundamental themes in … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen your understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. BIO1011 is ideally paired with BIO1022 and/or BIO1042.","Identify and describe the concepts, processes and practical applications of cell biology, biochemistry, genetics, molecular biology and microbiology in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts",,,
Bachelor of Applied Data Science,S2010,BIO1022,BIO1022 - Life on Earth,"This unit views the extraordinary diversity of life on Earth through the prism of evolutionary theory and in the context of human and environmental health. You  will examine how animals and plants, through the agents of gene mutation and natural selection, are able to adapt to new and changing environments. … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen their understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. This unit is ideally paired with BIO1011 and/or BIO1042.","Identify and describe the role of biological concepts and processes of evolution, plant and animal physiology, reproduction and life history strategies and core ecological concepts in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts.",,,
Bachelor of Applied Data Science,S2010,DEV2011,DEV2011 - Early human development from cells to tissues,"Introduces the structure and function of eukaryotic cells including the diversity of cell structure and function. The concept that the many specialised cell types in the adult human body are derived from a single fertilized egg is emphasised, laying the foundations for future studies of stem cells and embryogenesis. The … For more content click the Read more button below.","Describe the diverse structures of eukaryotic cells;| Explain how cells and extracellular matrix are arranged in primary tissues;| Outline the key features and stages of early human and animal development;| Identify specialised cell types, primary tissues and the cellular processes that produce diverse tissues;| Explain the origin of major tissue types and how stem cells contribute to tissue renewal;| Outline strategies to experimentally analyse gene and tissue function;| Demonstrate an ability to research published scientific literature and effectively communicate their findings either orally or in writing.",,,
Bachelor of Applied Data Science,S2010,DEV2022,DEV2022 - Human anatomy and development: Tissues and body systems,"This unit provides you with foundation knowledge of the structure of the human body (gross anatomy and histology) including their developmental origins. It describes how tissues are combined to form organs, and how organs and organ systems are organized to form adult body structure. The microscopic and macroscopic structure of … For more content click the Read more button below.","Describe the general anatomical structure of the human body and selected body systems;| Describe the microscopic structure of the human body and how the primary tissue types combine to form a complete organism impacting on gross anatomical structures;'| Explain how the general body plan is established in the embryo, and how this determines adult anatomical structure and impacts congenital anomalies; | Demonstrate your ability to work collaboratively with peers and communicate effectively in oral and written forms;| Demonstrate gross and micro anatomy practical laboratory skills such as comparing and contrasting  structure, function and development, and consider the ethical implications of learning from resources developed from human donors.",,,
Bachelor of Applied Data Science,S2010,STA1010,STA1010 - Statistical methods for science,"Descriptive statistics, scatter plots, correlation, line of best fit. Elementary probability theory. Confidence intervals and hypothesis tests using normal, t and binomial distributions. Use of computer software. Formal treatment of statistical analyses and the role of probability in statistical inference.","Understand the key steps of the scientific method and how it can be applied to real problems that involve data analysis and interpretation;| Appreciate how statistical data is collected, analysed and stored;| Understand the meaning of population parameters such as mean, standard deviation, and median;| Understand the importance of statistical techniques in the analysis of data;| Present and interpret data graphically;| Determine confidence intervals for population parameters, and distinguish between a population parameter and a sample statistic;| Determine the appropriate statistical technique for a given context;| Perform simple statistical operations using Excel;| Take a random sample from a population and determine whether data fits a statistical hypothesis;| Prepare and write a scientific report.",,,
Bachelor of Applied Data Science,S2010,MTH2132,MTH2132 - The nature and beauty of mathematics,"This unit is intended for students with little or no mathematical background. Through the discussion of historical, practical and conceptual questions, it will emphasise the beauty and the power of mathematics. The number of topics covered will be very broad. These will include, amongst many others:

Symmetry (regular solids, tilings, … For more content click the Read more button below.
Fibonacci numbers and Golden Ratio
Optimal design (soap bubble maths, minimal networks)
Mathematical soul capturing (the maths of juggling and lacing shoes)
Visualising the 4th dimension
The shape of space (Mobius bands, Klein bottles, ""pacman"" spaces)
Infinity.
",Appreciate the beauty and power of mathematics;| Understand the fundamental concepts of number theory and geometry;| Understand the notion of proof in mathematics and carry out basic proofs;| Appreciate the historical interplay between mathematics and attempts to understand the physical world;| State some of the great unsolved problems in modern mathematics.,,,
Bachelor of Applied Data Science,S2010,MTH2032,MTH2032 - Differential equations with modelling,"This unit introduces mathematical techniques for differential equations. These equations appear in a number of physical models, such as oscillations, heat conduction and transport equations. Methods to study ordinary differential equations include separation of variables, substituting methods, variation of parameters, series solutions and numerical techniques (Euler, Heun's method). Partial differential … For more content click the Read more button below.","Describe various classes of ordinary and partial differential equations and the physical systems to which they apply;| Identify the differential equations that describe various physical processes including those for simple harmonic motion, diffusion, wave propagation and mass transport;| Describe the essential mathematical properties of these differential equations;| Construct solutions of differential equations using analytic and computational methods;| Appreciate the role that differential equations and their solutions play in the scientific process, in particular their use as a tool to model physical systems and allow predictions to be made and tested.","MTH1030, MTH1035",MTH2040,"MTH2010, MTH2015"
Bachelor of Applied Data Science,S2010,MTH2051,MTH2051 - Introduction to computational mathematics,"When mathematics is used in real-world applications, it almost always involves the use of computers. This unit provides an introduction to numerical methods for solving maths-related problems on computers. Topics covered include an introduction to Matlab programming; error analysis; methods for solving linear systems, methods for finding roots of nonlinear … For more content click the Read more button below.","Demonstrate an understanding of the mathematical theory behind important numerical methods for solving real-life problems on computers;| Implement numerical methods for a variety of problems in Matlab, and test the accuracy and efficiency of implementation;| Demonstrate an understanding of the approximations introduced in algorithms and the effects of those approximations on the quality of calculations;| Solve theoretical and applied problems of analysing and employing numerical methods;| Demonstrate an awareness of the reach and importance of numerical methods in science, engineering, finance and technology;| Demonstrate advanced problem-solving skills, both individually and in collaboration;| Demonstrate advanced skills in the written and oral presentation of theoretical and applied numerical mathematics problems.",,,
Bachelor of Applied Data Science,S2010,MTH2222,MTH2222 - Mathematics of uncertainty,"Introduction to probability - a mathematical treatment. Topics include: probability axioms, conditional probabilities and the law of total probability, discrete and continuous random variables, univariate and multivariate distributions, independence and conditioning, conditional distributions and conditional expectations, moment generating functions, simulation, the law of large numbers and the central limit theorem.","Understand the basic concepts of probability including conditioning and independence, univariate and multivariate probability distributions, expectations, generating functions and limit theorems;| Appreciate the relevance of probability models to a variety of areas including Science, Engineering, Actuarial Science and Finance;| Derive means, variances, moments and distributions in a variety of univariate and multivariate contexts;| Use conditioning and moment generating functions to solve a variety of problems involving two or more events or random variables;| Understand the way random numbers are generated;| Formulate in probabilistic terms real-life situations involving uncertainty.","MTH1030, MTH1035, ENG1005",,"MTH2025, MTH2040, MTH2015, MTH2021, MTH2010, ENG2005, MTH2019"
Bachelor of Applied Data Science,S2010,MTH2225,MTH2225 - Mathematics of uncertainty (Advanced),"This unit provides an introduction to probability - mathematical treatment. Topics include: probability axioms, conditional probabilities and the law of total probability, discrete and continuous random variables, univariate and multivariate distributions, independence and conditioning, conditional distributions and conditional expectations, moment generating functions, simulation, the law of large numbers and the … For more content click the Read more button below.","Understand the basic concepts of probability including conditioning and independence, univariate and multivariate probability distributions, expectations, generating functions and limit theorems;| Appreciate the relevance of probability models to a variety of areas including Science, Engineering, Actuarial Science and Finance;
| Derive means, variances, moments and distributions in a variety of univariate and multivariate contexts;| Use conditioning and moment generating functions to solve a variety of problems involving two or more events or random variables;| Understand the way random numbers are generated;| Formulate in probabilistic terms real-life situations involving uncertainty;| Use probabilistic tools, such as conditioning and moment generating functions, to prove basic results in probability;| Carry out all of the above with a high level of mathematical precision.",,,
Bachelor of Applied Data Science,S2010,MTH2232,MTH2232 - Mathematical statistics,"This unit is a rigorous introduction to the theory of mathematical statistics and more specifically of statistical inference. It provides the mathematical theory underlying the methods and concepts used in statistics, such as estimation and hypothesis testing. This unit will cover a variety topics including: properties of a random sample, … For more content click the Read more button below.","Demonstrate understanding of basic concepts in statistical inference, and in particular point and confidence estimation and hypothesis testing;| Use point and confidence estimation and hypothesis testing in a variety of contexts including analysis of variance and linear regression;| Demonstrate advanced skills in the effective use of statistical software;| Demonstrate advanced skills in the written and oral presentation of mathematical and statistical arguments.",MTH2222,,"MTH2010, MTH2040, MTH2015, ENG2005, MTH2021, MTH2025"
Bachelor of Applied Data Science,S2010,ASP1010,ASP1010 - Earth to cosmos - introductory astronomy,"This unit focuses on concepts that will allow you to gain understanding of key astrophysical phenomena. The topics covered include the night sky, the historical development of astronomical knowledge, our solar system, comets and asteroids, the sun, exoplanets, other stars, stellar remnants such as black holes, the Milky Way, other … For more content click the Read more button below.","Describe the evolution and general properties of planets, solar systems, stars, and galaxies.| Explain celestial and planetary motions across the night sky using naked eye observations and planetarium software.| Reflect on the scale of the universe and earth's place in it.| Execute experiments involving telescopes and other simple apparatus and analyse, interpret and evaluate the results arising from them.| Demonstrate ability to analyse and solve problems using quantitative and qualitative analysis.",,,
Bachelor of Applied Data Science,S2010,ASP1022,ASP1022 - Life in the universe - astrobiology,"This unit focuses on understanding astronomical, geological, chemical, biological and technological conditions necessary for primitive and intelligent life. The topics covered include: stellar and planetary formation, dynamics of planetary orbits, detection and properties of extrasolar planets, habitability, chemical and biological characteristics of life, how life first appeared on the Earth … For more content click the Read more button below.","Explain modern theories of stellar and planetary formation and evolution| Compare properties of our Solar system to that of extrasolar planetary systems| Describe the necessary conditions for life and how species evolve| Debate how development of life is dependent on the conditions in the physical universe| Theorise on the possibilities of other life forms, interstellar communication and interstellar travel.",,,
Bachelor of Applied Data Science,S2010,PHS1001,PHS1001 - Foundation physics,"The unit introduces fundamental principles of Newtonian mechanics, electricity and magnetism, waves and oscillations, and quantum physics. The unit explores these concepts in the context of current technology in areas such as transportation and communication. You will also discover how these ideas link to current research in Physics. The unit … For more content click the Read more button below.","Explain and understand concepts taught in the unit such as force, energy, work, and wave propagation;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of mechanics, electric and magnetic fields, and waves;| Execute experiments involving simple apparatus and analyse, interpret and evaluate the results arising from them;| Communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,PHS1002,PHS1002 - Physics for engineering,"This unit relates key principles of physics to engineering and technology, and shows how physics, including quantum and nano-science, creates useful new technologies. Energy, momentum and angular momentum: planetary orbits, rocket propulsion, precession, flywheels. Electromagnetism and light. Quantum physics: Uncertainty principle, wave functions, atomic force microscope, lasers, stimulated emission. The … For more content click the Read more button below.","Identify the basic principles of physics in typical simple situations relevant to engineering, and correctly apply them| Apply energy and momentum methods to analyse motion of systems| Explain behaviours involving electromagnetism and do appropriate analysis and calculations| Explain, and apply, basic quantum principles to, situations which are relevant in engineering and technology contexts; do appropriate analysis and calculations| Demonstrate an ability to describe and explain advanced techniques used in relevant engineering or physics contexts| Make reliable measurements, estimate uncertainties, analyse, evaluate and interpret data in cases appropriate to engineering and related to the theory studied| Show an improved ability to work in teams and to communicate and discuss physics concepts, measurements and applications related to engineering and developments in technologies| Approach new problems and find solutions on the basis of general principles, and evaluate the appropriateness of their proposed models or solutions.",,,
Bachelor of Applied Data Science,S2010,PHS1011,PHS1011 - Classical physics and relativity,"In this unit, you will build on your knowledge of classical (non-quantum) physics related to concepts of motion, forces, momentum and energy; including their application to oscillations, waves and thermal physics. You will also investigate the limits of applicability of classical (non-relativistic) concepts of motion where the ideas of special … For more content click the Read more button below.
You will explore these concepts in the context of current technology in areas such as transportation and communication and you will also discover how these ideas link to current research in physics.
This unit will also introduce you to concepts of experimental design, measurement and analysis that form the basis of the evidence-based approach that is the foundation of scientific discoveries and theories.","Explain and understand concepts taught in the unit such as force, energy, work, and wave propagation;| Apply their knowledge to solve problems related to these concepts;| Evaluate and appraise novel situations in terms of mechanics, thermodynamics, waves and relativity;| Execute experiments and analyse, interpret and evaluate the results arising from them;| Present and communicate results of others and one's own experimentations in a scientific form.",,,
Bachelor of Applied Data Science,S2010,ASP2011,ASP2011 - Astronomy,"An introduction to modern astronomy, with an emphasis on using astronomical observations to understand the stars, galaxies and the universe as a whole.
You will be introduced to the night sky and how to navigate around it using astronomical coordinates. The design, performance and use of visible and radio wavelength … For more content click the Read more button below.","Use fundamental concepts in observational astronomy to model the motion of the planets and stars, to measure the brightness of celestial objects using astronomical images, and to determine astronomical distances.| Explain the workings and limitations of telescopes and interferometers, to quantify their angular resolution and limitations, and describe how astronomers use these instruments to obtain images and spectra.| Use optical, infrared and radio observations to measure stellar masses, stellar radii, astronomical distances, temperatures and the expansion of the Universe.| Interpret astronomical observations and justify conclusions drawn via a concise and accurate written report.",,,
Bachelor of Applied Data Science,S2010,ASP2062,ASP2062 - Introduction to astrophysics,"An introduction to contemporary astrophysics, with a focus on the range of physical processes which shape the universe and the objects within. You will study the generation, propagation and absorption of radiation; star and planet formation; celestial mechanics; accretion disks; interiors of stars and nucleosynthesis; post main sequence evolution; compact … For more content click the Read more button below.","Apply basic physical and mathematical principles, including dimensional analysis, to gain a quantitative and qualitative understanding of astrophysical processes.| Explain how observational data may be exploited to infer the physical properties of cosmic objects.| Solve astrophysical problems, and complete a range of problem solving tasks by drawing on physical principles.| Use practical skills to computationally model astrophysical systems.| Demonstrate a knowledge of stars, planets, and galaxies sufficient to undertake further astrophysics studies at Level 3.",,,
Bachelor of Applied Data Science,S2010,BIO1011,BIO1011 - Blueprints for life,"This unit will explore the fundamental processes and patterns common to all life on Earth. It will examine how living organisms grow, develop diverse and complex structures, harness and utilise energy and transmit their life blueprints to the next generation. In this unit, you will progress through fundamental themes in … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen your understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. BIO1011 is ideally paired with BIO1022 and/or BIO1042.","Identify and describe the concepts, processes and practical applications of cell biology, biochemistry, genetics, molecular biology and microbiology in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts",,,
Bachelor of Applied Data Science,S2010,CHM1011,CHM1011 - Chemistry 1,"This unit has been designed such that some previous understanding of chemistry is beneficial, but the unit is underpinned by a support structure for those who are relatively new to the subject. On completion of this unit, you will have gained an understanding of the main chemical principles underpining chemical … For more content click the Read more button below.","Discuss the major trend that construct the periodic table of elements;| Interpret relationships between electronic structure and bonding;| Apply the theories of thermodynamics, dynamic equilibria and chemical kinetics;| Recognise factors which impart polarity molecules;| Foster the acquisition of practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,CHM1051,CHM1051 - Chemistry 1 advanced,"This unit has been designed for students who have demonstrated a strong aptitude for chemistry during secondary studies. On completion of this unit, you will be able to apply their understanding of the main chemical principles underpinning chemical elements, chemical reactivity and equilibria. A number of important topics including atomic … For more content click the Read more button below.","Discuss the major trends that construct the periodic table of elements;| Interpret the relationships between electronic structure and bonding;| Apply the theories of thermodynamics, dynamic equilibria and chemical kinetics;| Recognise factors which impart polarity on molecules;| Foster the acquisition of practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Formulate hypotheses and design chemical experiments to synthesise and collect unique data using a range of sophisticated apparatus and technologies;| Apply recognised methods for interpreting chemical data;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,BIO1022,BIO1022 - Life on Earth,"This unit views the extraordinary diversity of life on Earth through the prism of evolutionary theory and in the context of human and environmental health. You  will examine how animals and plants, through the agents of gene mutation and natural selection, are able to adapt to new and changing environments. … For more content click the Read more button below.
You will undertake self-directed learning through the online environment. These online activities, readings and instructional videos will be complemented by face-to-face workshops where they will collaborate with peers and teaching staff to deepen their understanding of the biological concepts introduced each week. You will gain hands-on experience and develop experimental and analytical skills in the laboratory environment. Optional drop-in tutorials are available for additional learning support. This unit is ideally paired with BIO1011 and/or BIO1042.","Identify and describe the role of biological concepts and processes of evolution, plant and animal physiology, reproduction and life history strategies and core ecological concepts in society and everyday human life;| Demonstrate proficiency in communicating scientific results through a range of formats (written and oral);| Formulate hypotheses, collect experimental data and demonstrate proficiency in interpreting their results;| Demonstrate competence and precision in the use of common life sciences equipment and techniques;| Utilise research skills including database searches to synthesise and interpret information related to scientific research, using appropriate conventions for scientific attribution;| Work effectively, responsibly, safely and ethically, both individually and in peer or team contexts.",,,
Bachelor of Applied Data Science,S2010,CHM1022,CHM1022 - Chemistry 2,"You will explore the behaviour and characteristics of chemicals through a number of interesting case studies incorporating a range of significant biological and synthetic molecules. Along the way, you will discuss the formation of inorganic coordination complexes and investigate their role in colour and magnetism, and metals in biological systems. … For more content click the Read more button below.","Demonstrate a basic understanding of chemical nomenclature;| Describe the classification, structure and properties of a wide range of organic compounds;| Discuss the properties of transition elements;| Describe a wide range of coordination compounds and their structures;| Employ spectroscopy analysis to investigate molecular structure;| Foster practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,CHM1052,CHM1052 - Chemistry 2 advanced,"This unit has been designed for students who have demonstrated a strong aptitude for chemistry during secondary and/or tertiary studies. In this unit, you will exploit your understanding of general and physical chemistry discussed in CHM1051 to explore the characteristics of chemicals through a number of interesting case studies incorporating … For more content click the Read more button below.","Demonstrate a basic understanding of chemical nomenclature;| Describe the classification, bonding, structure, properties and reactions of a wide range of organic compounds;| Discuss the properties of transition elements;| Describe a wide range of coordination compounds and their structures;| Apply recognised methods for interpreting chemical data;| Formulate hypotheses and design chemical experiments to synthesise and collect unique data using a range of sophisticated apparatus and technologies;| Foster the acquisition of practical skills by exploiting an inquiry-based approach to the chemistry laboratory experience;| Communicate chemistry, and discuss the social and environmental responsibility of chemists in the global community.",,,
Bachelor of Applied Data Science,S2010,BCH2011,BCH2011 - Structure and function of cellular biomolecules,"This is the first of two units in the Biochemistry second year curriculum. These are two 6-credit point units introducing you to the fundamental concepts and knowledge required to understand cellular function at a molecular level and building the skills necessary for you to interpret biochemical information and perform biochemical … For more content click the Read more button below.
In this unit (Structure and function of biomolecules), you will develop knowledge of the organelles and classes of molecules (nucleic acids, proteins, and membrane lipids) that exist within a functioning cell and understanding of how such biochemical components are produced and organised in the process of cellular replication. You will also develop skills in relation to the identification, quantification and localisation of cellular biomolecules, measurement of enzyme function, and testing hypotheses related to biosynthetic processes.","Describe how the structure of biologically relevant molecules contributes to their function in cells and organisms;| Define the molecular structure of biological membranes and their role in cellular metabolism;| Explain the physical and biochemical properties of proteins and describe how proteins function as enzymes;| Summarise the techniques and underpinning science that is exploited for the isolation, separation and characterisation of biological molecules;| Demonstrate technical skills in basic laboratory techniques used for the separation and identification of biological molecules and for measuring enzymatic behaviour;| Demonstrate the skills necessary to accurately interpret biochemical data;| Demonstrate an ability to research original published scientific literature and effectively communicate your findings.",,,
