"","Course","Course_code","Course_overview","Unit","Overview","Prerequisite","Corequisite","Prohibition","Outcomes","Unit_type","Unit_code"
"26","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Project Management and Engineering Practice ","This unit introduces students to relevant aspects of project management and engineering practice that they need to successfully transition from formal education to professional practice. As the industry becomes increasingly 'project focused', employers are seeking engineers who possess strong project management knowledge, skills and capabilities in line with sustainable principles and ethical standards, to be applied to 'real world projects'. The unit focuses on real world engineering projects and benefits the students significantly by enhancing their capabilities and employability skills. In the unit, students learn to (1) research and analyse a real world engineering project to which key concepts and theories of sustainable and ethical project management are applied�implement a rigorous approach to analysing the project by applying a globally recognised project life cycle framework; (2) identify and analyse the problems encountered in each stage of the project and establish relevant inferences; (3) provide prioritised recommendations based on the benefits and consequences deriving from them; and (4) analyse project stakeholders' input and influence and manage them accordingly. Students enhance their interpersonal skills as they are required to take an active part in group meetings, share group coordination and leadership and learn how to negotiate and solve conflict. Students also liaise with key industry representatives, giving them the opportunity to establish professional relationships.","enrolment in the Master of Professional Engineering or the Master of Information Technology or the Master of Engineering in Oil and Gas or the Master of Data Science or the Master of Ocean Leadership or the Master of Renewable and Future Energy","Nil.","ENSC1001 Global Challenges in Engineering or ENSC1003 Introduction to Professional Engineering","Students are able to (1) evaluate sustainable project management theories while applying them to 'real world projects'; (2) evaluate problems relating to initiating, planning, executing, monitoring, controlling projects while choosing appropriate theories to solve them; (3) understand how to align projects with organisational goals, while recognising the strategic significance of successful project portfolio selection; (4) identify key project stakeholders, while proposing effective response strategies to manage stakeholder pressure; (5) formulate effective communication strategies to correspond successfully with a wide range of project stakeholders; (6) recommend how to manage a team effectively throughout the various phases of a project, while proposing strategies to actively solve conflict among team members; (7) evaluate the main normative ethical theories, while applying them to specific 'real world  projects'; and (8) assess,  project risks, while formulating effective strategies to prevent potential risk impact.","Elective","GENG5505"
"27","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Business Intelligence ","This unit enables students to understand and apply flexible computer-based systems that learn to solve problems�genetic algorithm, fuzzy logic and neural networks. This is in a business management and planning environment. Hybrid methods and the relatively new swarm intelligence models are also introduced.","INMT5518 Models for Logistics, Operations and Services (ID 3338)   or      BUSN5002 Fundamentals of Business Analytics (ID 7181)   or    Unit(s)  BUSN5101 Programming for Business (ID 7189)          or equivalent","Nil.","Nil.","Students are able to (1) describe a range of advanced technologies appropriate for business intelligence; (2) develop a hands-on capacity to apply BI methods; (3) assess the potential to apply BI techniques in business and administrative contexts; (4) compare various BI technology approaches to solving business problems; and (5) interpret the output of BI techniques in a business context.","Elective","INMT5526"
"28","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Data Analysis and Decision Making ","This unit introduces data analysis and decision-making tools that students are able to use to manage their own day-to-day work. Students are able to identify situations in which quantitative analysis can support problem solving and decision making. They also gain practical experience in applying statistical and decision analysis techniques and statistical packages (generally Excel) in management contexts. Topics include introduction to modelling of organisations and business problems, measurement, variability, uncertainty, statistical tests and quantitative approaches to decision making. The unit provides a foundation for quantitative techniques used in other master's degree units.","Nil.","Nil.","MGMT5513 Data Driven Decision Making","Students are able to (1) identify fit-for-purpose statistical approaches to address management concerns; (2) explain data quality issues and collection methods; (3) use a range of appropriate statistical tools and techniques; (4) interpret statistical findings in a clear, concise and non-technical way; (5) translate statistical findings into managerial actions; (6) critically appraise quantitative reporting; and (7) communicate decision analysis results to stakeholders.","Elective","MGMT5504"
"29","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Quantum Information and Computing ","The content of this unit includes (1) Fundamentals of quantum computing: historical development of computational tools, power of quantum superposition and parallelism, quantum bits and state vectors, quantum circuits and unitary operators, universal quantum computation; (2) Quantum algorithms: Deutsch-Jozsa algorithm, Shor's algorithm for integer factorization, quantum Fourier transform and its properties, quantum phase estimation and finding eigenvalues, Grover's search algorithm, quantum amplitude amplification and estimation, quantum optimisation; (3) Quantum errors: cause and effect, quantum error correction, quantum fault-tolerant computation; (4) Quantum Information: quantum teleportation, quantum cryptography, quantum bit commitment, and quantum communication.","Enrolment in (     CM015 Bachelor of Science Frontier Physics and Master of Physics    or     53560 Master of Physics    or     65550 Master of Quantum Technology and Computing    or     HON-PHYSC Physics    or     HON-MTHST Mathematics and Statistics    )         or         (     HON-CMSSE Computer Science and Software Engineering    or     MJD-ICYDM International Cybersecurity    or     62530 Master of Data Science    and     MATH1012 Mathematical Theory and Methods  or equivalent  )","Nil","PHYS3005 Quantum Computation","Students are able to (1) explain the principles and concepts in quantum information, simulation, and computation; (2) understand quantum bits, quantum logic gates, quantum circuits; (3) evaluate quantum algorithms and quantum protocols for information processing, simulation, and communication; and (4) communicate effectively through clear and concise scientific writing.","Elective","PHYS4021"
"30","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Biostatistics I ","This unit describes and discusses applications of basic biostatistical methods in public health and clinical practice and research. Topics include summarising and presenting data, estimation and hypothesis testing for means, proportions, odds ratios, rates, rate ratios, survival curves and sample size determination. There is an emphasis on developing an in-depth understanding of the role, use and interpretation of basic biostatistical methods and critical appraisal of statistical aspects of health and medical publications. The unit provides the essential foundation of applied knowledge needed for quantitative analyses of health and medical data and for critical reading of literature.","enrolment in honours or postgraduate courses","Nil","knowledge of basic algebra, familiarity with handheld calculators and familiarity with computing in the Windows environment","Students are able to (1) interpret the statistical content of articles in general health and medical literature; (2) present summarised data to enable ready interpretation by others; (3) calculate confidence intervals for means, proportions, incidence rates and survival; (4) conduct hypothesis tests for comparison of means, proportions, incidence rates and survival curves,; (5) calculate correlation coefficients; (6) apply linear regression; (7) apply specific statistical methods appropriately using standard statistical software; (8) interpret confidence intervals, hypothesis tests, correlation coefficients and linear regression; (9) identify appropriate methods for power and sample size calculations; and (10) use the IBM SPSS Statistics package for entering data, calculating data summaries and for statistical analysis.","Elective","PUBH4401"
"31","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Biostatistics II ","This unit covers biostatistical methods commonly used in epidemiological and clinical research. It focuses on modern regression methods for means of quantitative variables, proportions (prevalences or risks) for binary variables, incidence rates for event counts, and survival curves for time-to-event variables. It also includes a few classical methods that are still in common use. Topics include analysis of variance (ANOVA) and multiple linear regression, 2 x K frequency tables, logistic regression, Poisson regression, Kaplan-Meier curves and Cox proportional hazards regression. The application of these methods to the analysis of data from cross sectional, case control, cohort and clinical studies is discussed and critical appraisal of published literature is included. Computing using SAS is an integral part of the unit.Students who master the methods covered in this unit should be able to conduct many of their own analyses of health/medical research data.","PUBH4401 Biostatistics I or equivalent training/experience","Nil.","basic familiarity with epidemiological/clinical study designs; familiarity with computing in a Windows environment; experience with at least one statistical analysis package","Students are able to (1) correctly identify appropriate statistical methods for analysing data from different study designs with different responses.; (2) apply standard biostatistical methods commonly used in epidemiological and clinical research including modern regression methods for quantitative, binary and time-to-event outcome variables; (3) interpret the statistical content of articles in the epidemiological and clinical literature.; (4) use SAS software for reading data, data manipulation, calculating data summaries and for statistical analysis; (5) interpret the results from the application of biostatistical methods to data through the use of SAS; and (6) present results appropriately..","Elective","PUBH5769"
"32","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Analysis of Linked Health Data ","This unit introduces the topic of linked health data analysis at an introductory to intermediate level. It fills a gap in research training opportunities by combining the principles of healthcare epidemiology with hands-on practical exercises in the implementation of computing solutions. The modular structure of the unit provides students with a theoretical grounding in the classroom on each topic, followed by a training session on the corresponding computing solutions. Students use de-identified linked data files in the hands-on exercises. The computing component of the unit assumes a basic familiarity with computing syntax used in programs such as SPSS, SAS, STATA and R and methods of basic statistical analysis of fixed-format data files.","Nil","Nil","Students should be familiar with basic algebraic equations and formulae and be familiar with computing in a Windows environment. Students who have not previously completed an introductory course in epidemiology or biostatistics may wish to familiarise themselves with the basic principles and terms used in the disciplines.","Students are able to (1) develop an overview of the theory of data linkage methods and features of comprehensive data linkage systems, sufficient to understand the sources and limitations of linked health data sets; (2) apply the principles of epidemiologic measurement and research methods for the conceptualisation and construction of numerators and denominators used in the analysis of disease trends and healthcare utilisation and outcomes; (3) identify sources of error in epidemiologic measurement; (4) perform statistical analyses on linked longitudinal health data; (5) perform the manipulation of large linked data files; (6) write syntax to prepare linked data files for analysis,; (7) identify exposure and outcome variables for the purposes of linked data analysis; and (8) produce results from statistical procedures at an introductory to intermediate level.","Elective","PUBH5785"
"33","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Advanced Analysis of Linked Health Data ","This unit is taught at an intermediate to advanced level and assumes that students have completed PUBH5785 Introductory Analysis of Linked Health Data (formerly PUBH8785 Introductory Analysis of Linked Health Data) or have equivalent knowledge. Advanced principles of healthcare epidemiology are combined with hands-on practical exercises in the implementation of computing solutions. The modular structure of the unit provides students with a theoretical grounding on each topic, followed by a training session on the corresponding computing solutions. Students use de-identified data files in the hands-on exercises. The computing component of the unit assumes a basic competence in the preparation of computing syntax for programs such as SPSS, SAS or STATA and familiarity with the statistical analysis of linked data files at an introductory to intermediate level.","PUBH5785 Introductory Analysis of Linked Health Data (ID 3940) (formerly PUBH8785 Introductory Analysis of Linked Health Data) or equivalent skills and experience.","Nil","The computing component of the unit assumes a facile competence in the preparation of computing syntax for programs such as SPSS, SAS or STATA and familiarity with the statistical analysis of linked data files at an introductory to intermediate level.","Students are able to (1) develop an advanced understanding of the principles of epidemiologic measurement and research methods for the conceptualisation and construction of measures of healthcare utilisation and outcomes based on complex, multi-sourced linked data sets; (2) apply skills in the analysis of linked institutional, pharmaceutical and primary care healthcare data; (3) identify sources of error in epidemiologic measurement, the difference between confounding and effect modification, and advanced research methods, including regression models used in risk adjustment in health services research; (4) perform advanced statistical analyses on dynamic and longitudinal health data, including time series analysis, actuarial survival analysis, Poisson and Cox regression; (5) perform the manipulation of multiple large linked data files; (6) write computing syntax to prepare complex linked data files for analysis,; (7) classify exposure and outcome variables for the purposes of linked data analysis; and (8) produce detailed results from advanced statistical procedures.","Elective","PUBH5802"
"34","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Computationally Intensive Methods in Statistics ","The explosion in power of computers over recent times is changing the face of statistical science. Once upon a time, intuitively attractive statistical procedures had to be consigned to the waste bin if they led to unfathomable mathematical complications, or required masses of intricate calculations for their practical implementation. Now such difficulties can often be circumvented by using computer simulation and number crunching. This has led to the development and widespread use of many new statistical tools including the bootstrap, Markov Chain Monte Carlo methods and non-parametric kernel smoothing methods. Computer intensive statistical methods are not only in general use by statisticians, but are also applied by quantitative researchers in the life sciences, medicine and biological science, social sciences and business.This unit gives a broad coverage of computer intensive methods with numerous applied examples, together with the underlying general concepts and basic theory. Particular emphasis is placed on the use of these methods in real statistical applications. Data sets are analysed using the statistical package R. Topics are selected from the following: simulation and Monte Carlo, bootstrap methods, Markov Chain Monte Carlo (MCMC) methods and Bayesian inference, non-parametric kernel smoothing methods, and statistical/machine learning.","(     Course Enrolment in the HON-MTHST Mathematics and Statistics [Honours]   or      the 62530 Master of Data Science   )         and      STAT3062 Statistical Science   or      STAT4064 Applied Predictive Modelling","Nil","Nil","Students are able to (1) appropriately apply computationally intensive statistical techniques in simulation studies and to real-world problems; (2) extend their knowledge of computational techniques in general, but statistical computing techniques in particular, and adapt known solutions to different situations; and (3) present results in a logical and coherent fashion and communicate effectively with others.","Elective","STAT4063"
"35","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Multilevel and Mixed-Effects Modelling ","This unit examines the analysis of complex correlated data with a time series and a linear mixed model approach. Longitudinal (or repeated measures) data, clustered data and data from complex experimental designs are utilised to develop and describe methodology, and describe analyses approaches. The unit focuses on recognising data with these structures and identifying appropriate models to fit. It also addresses how to carry out such analyses using modern statistical techniques and packages, utilising real-world examples from many disciplines such as science (e.g. agricultural, biological, environmental, medical and physical), social sciences and finance.","(     Course Enrolment 62530 Master of Data Science   )         and         (      STAT2401 Analysis of Experiments   and      STAT2402 Analysis of Observations   )         or      STAT2062 Fundamentals of Probability with Applications","Nil","STAT3401 Advanced Data Analysis","Students are able to (1) apply appropriate techniques from the above topics to real world data and communicate results in a logical and coherent fashion; (2) fit models to their data using modern statistical techniques and packages; (3) critically assess fitted models; and (4) interpret and communicate results of analysis of complex correlated data.","Elective","STAT4065"
"36","Master of Data Science","62530","The Master of Data Science gives you the knowledge and skills to understand and apply appropriate analytical methodologies to transform the way an organisation achieves its objectives, to deal effectively with large data-management tasks, to master the statistical and machine-learning foundations on which data analytics is built, and to evaluate and communicate the effectiveness of new technologies.
 As the rise of data science is a global phenomenon, the course prepares you for an international career.�You will gain a detailed knowledge of contemporary data management and analysis technologies, including those for data collection and storage, visualisation, internet-based applications, and software project management.
 You will also acquire essential skills in high performance computing.
 As well as undertaking advanced units in computing and statistics, you can choose from a range of units from diverse fields and understand how to apply your data science knowledge and skills across interdisciplinary domains.
 The course is designed with the current and future needs of industry in mind and is ideal for graduates with a background in engineering and IT or students from other areas who wish to pursue a career in this exciting field.","Statistical Data Science ","This unit focuses on contemporary and advanced statistical learning methods in data science including unsupervised and supervised learning and dimension reduction for high-dimensional data. It combines concepts and practices and shows how to apply the methods to different data science domains (e.g. physical sciences, medical and biological sciences, engineering, business and social sciences) and how to critically assess each method. Combined with appropriate visualisation this will improve the understanding of the key ideas of each method and their applicability.  Students will learn to choose suitable data analysis methods for particular data and discuss and interpret the results. Statistical computing (including R), as required in a position as a data scientist will form an essential part of this unit.","(     Course Enrolment in the 62530 Master of Data Science   )         and         (      STAT2401 Analysis of Experiments   and      STAT2402 Analysis of Observations   )         or      STAT2062 Fundamentals of Probability with Applications","Nil","STAT3064 Statistical Learning   and      STAT4067 Applied Statistics and Data Visualisation","Students are able to (1) evaluate concepts and methods of statistical data science and statistical learning; (2) compare supervised or unsupervised statistical methods in the analysis of particular data sets; (3) critically assess the suitability of different approaches; (4) analyse complex data sets as a result of developing code in a modern programming language; and (5) appraise the results of analysis of multivariate and high-dimensional data.","Elective","STAT5061"
